index,ID,Date,User,Text,Language,Category,MentionedUser,Hashtag,Translation,Subjectivity,Polarity,Analysis
2285,1622264762074628099,2023-02-05 16:03:54+00:00,https://twitter.com/aimable_mitako,@user @user muraho neza reg nifuzaga ko mwambwira ibiciro bya cash power uko bihagaze kuri ubui,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='manuhavuga', id=300367977, displayname='Emmanuel Havugimana', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user hi reg I would like you to tell me the current cash power prices,0.4,0.0,Neutral
15535,1519534186280927232,2022-04-28 04:29:16+00:00,https://twitter.com/Nkr08004309,@user nikihe kibazo cyabaye tumaze ikicyumweru ntamazi dufite mubirembo mwadufasha mukaduha amazi murakoze,und,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user what is the problem we have been without water in the gate for a week can you help us by giving us water thank you,0.0,0.0,Neutral
9579,1512141358601056257,2022-04-07 18:52:48+00:00,https://twitter.com/HAGENIMANAFlix2,@user @user ,und,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TheonesteNSHIM2', id=1308443710129090561, displayname='Theo N', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user,0.0,0.0,Neutral
19138,1516279536727511040,2022-04-19 04:56:27+00:00,https://twitter.com/Hakim_mugenyi,@user doing what it does best ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user doing what it does best,0.3,1.0,Positive
17347,1594973020304859136,2022-11-22 08:36:15+00:00,https://twitter.com/miriam_wambete,@user @user grinning face with sweat grinning face with sweat grinning squinting face grinning squinting face grinning squinting face grinning squinting face one hell of a crazy thread,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='dvjmercypro', id=833858606, displayname='DVJ MËRÇŸ-PR💿', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user grinning face with sweat grinning face with sweat grinning squinting face grinning squinting face grinning squinting face grinning squinting face one hell of a crazy thread,0.9,-0.6,Negative
10428,1501605920438116358,2022-03-09 17:08:44+00:00,https://twitter.com/McMonday_Assou8,@user @user @user ko bigeze nijoro ukaba utagaruka ubu muratwizeza ko biri bukemuke none cg ni akazi gakeneye igihe abana babuze uko bakora home works ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RURA_RWANDA', id=760939879, displayname='Rwanda Utilities Regulatory Authority - RURA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaLocalGov', id=287538694, displayname='Ministry of Local Government | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,"@user @user @user that it's late at night and you don't come back now, you assure us that it's okay now that it's a job that needs to be done when the kids lose their homework",0.3666666666666667,0.06666666666666667,Positive
10864,1495313055294664705,2022-02-20 08:23:08+00:00,https://twitter.com/MlubaKata,@user @user @user is kisimenti between chez lando and zigama affected too ,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwamaganaDistr', id=437422679, displayname='Rwamagana District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Gasabo_District', id=2166715987, displayname='Gasabo District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user is cement between chez lando and zigama affected too,0.0,0.0,Neutral
2870,1612821536167309313,2023-01-10 14:39:53+00:00,https://twitter.com/PlasticRwanda,@user mwakoze @user byakemutse,ht,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user you did @user solved it,0.0,0.0,Neutral
2401,1620081804240715777,2023-01-30 15:29:36+00:00,https://twitter.com/CyumaCedro,@user they reached out and it s resolved now check mark button ,en,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user they reached out and it s resolved now check mark button,0.0,0.0,Neutral
18935,1521421198395064320,2022-05-03 09:27:34+00:00,https://twitter.com/biboniyibizi,@user @user it s a it s written on umurage ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SamChuiPhotos', id=577422518, displayname='Sam Chui', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user it s a it s written on umurage,0.0,0.0,Neutral
17584,1586014841994723328,2022-10-28 15:19:39+00:00,https://twitter.com/nsanzinshutiAim,@user landing,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user landing,0.0,0.0,Neutral
12286,1617406201574162432,2023-01-23 06:17:43+00:00,https://twitter.com/wawundiwanyawe,@user mwaramutse hano kivugiza itiyo yamazi yamenetse twabasabanga kuhakora ,tl,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",['savewater'],@user hello here it says that the water is broken and we ask you to fix it,0.4,-0.4,Negative
1292,1548265714036854784,2022-07-16 11:18:06+00:00,https://twitter.com/havyaye,@user amen,en,mininifra,"[User(username='afidele', id=301854904, displayname='ABIMANA FIDELE', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user amen,0.0,0.0,Neutral
3344,1608336028699426816,2022-12-29 05:36:05+00:00,https://twitter.com/rangira_ernest,@user ariko hano kicukiro kuri ligne ya ballpen ho cyabaye igihoraho uko imvura iguye muhita mutwara umuriro mwabikemuye ,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user but here's the problem with the ballpen line that was permanent when it rained and you took the fire and you solved it,0.0,0.0,Neutral
3308,1608736905772036096,2022-12-30 08:09:01+00:00,https://twitter.com/AlainNtagungira,@user ni muri nyakabanda knd nabonye mumaze kuhavuga ubu dutegereje ko mubikemura murakoze,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user it's in nyakabanda knd i saw you mentioned it now we are waiting for you to solve it thank you,0.0,0.0,Neutral
17923,1566136117878960129,2022-09-03 18:48:42+00:00,https://twitter.com/AroopDatta,@user very poor service i paid for the seat and while returning from kigali yesterday they just didn t give me the seat ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",['Pathetic'],@user very poor service i paid for the seat and while returning from kigali yesterday they just didn t give me the seat,0.78,-0.52,Negative
13513,1571413496977563650,2022-09-18 08:19:07+00:00,https://twitter.com/CloudeMuvunyi,@user @user @user @user @user @user nimufifashe ni ukuri turababaye cyane kandi ndabashimiye du moin muba mwanaduhaye amakuru tukamenya aho bipfira n ikijya mbere wa thank you,in,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CityofKigali', id=299705662, displayname='City of Kigali', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Gasabo_District', id=2166715987, displayname='Gasabo District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='IGIHE', id=73877533, displayname='IGIHE', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='rbarwanda', id=871681970, displayname='Rwanda Broadcasting Agency (RBA)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='TV1Rwanda', id=781487013635690497, displayname='TV1 #Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user @user it's true we are very sad and thank you du moin for giving us information so we know where it dies and where it goes before thank you,0.825,-0.15000000000000002,Negative
16317,1634082335141380097,2023-03-10 06:42:43+00:00,https://twitter.com/esubundinde,@user ese ntabwo mujya mutanga lift ,tl,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user you are not going to give a lift,0.0,0.0,Neutral
84,1580780557994053633,2022-10-14 04:40:29+00:00,https://twitter.com/VoiceforVoicel4,@user @user @user @user @user @user @user mwamenyera aho cya kibazo cy abamotari kigeze ,ht,mininifra,"[User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RURA_RWANDA', id=760939879, displayname='Rwanda Utilities Regulatory Authority - RURA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='gatjmv', id=469935873, displayname='Gatabazi Jean Marie Vianney', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='oswaki', id=145337138, displayname='Oswald Oswakim', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SamuelBaker_B', id=1879393561, displayname='Samuel Baker BYANSI', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ScoviaMutesi', id=821001064862334976, displayname='MUTESI SCOVIA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Annemwiza', id=2179651476, displayname='NIWEMWIZA Anne Marie', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user @user @user @user @user you are familiar with the motoring problem,0.5,0.375,Positive
4806,1587037216743751682,2022-10-31 11:02:12+00:00,https://twitter.com/muryankandagiro,@user @user ni gute umuntu yabuza compteur gusakuza ,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user how does one stop the computer from buzzing,0.0,0.0,Neutral
12314,1616516981410172963,2023-01-20 19:24:16+00:00,https://twitter.com/BYIRINGIROinn10,@user amazi kuva saa ntragaruka mudufashe,et,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user the water is not coming back please help us,0.0,0.0,Neutral
12890,1598698975145623553,2022-12-02 15:21:52+00:00,https://twitter.com/josieodhiambo,@user it has been fixed we now have water thank you ,en,wasac,"[User(username='wasac_rwanda', id=2797437306, displayname='Water and Sanitation Corporation Ltd | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user it has been fixed we now have water thank you,0.2,0.1,Positive
18659,1530545920038805504,2022-05-28 13:45:58+00:00,https://twitter.com/iKC888,@user muri make kirazira kunya ahutema iyubikoze naho uyatemesha umuhoro akagutarukirako ,tl,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user in short it is forbidden to cut the one who made it and the one who cut the peace and leave it,0.3,0.0,Neutral
10741,1496830132585222149,2022-02-24 12:51:28+00:00,https://twitter.com/EmmanuelHitaye9,@user hitayezu emmanuel ndashimira reg ishami rya huye kubufasha bwiza bampaye ubu ikibazo cyo kudacana cyakemutse murakoze cyane,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user hitayezu emmanuel thanks reg huye department for the good help they gave me now the problem of not lighting is solved thank you very much,0.35333333333333333,0.38666666666666666,Positive
869,1488518740153143300,2022-02-01 14:24:57+00:00,https://twitter.com/ConstantinUwase,@user @user @user congratulations clapping hands minister,en,mininifra,"[User(username='Dr_ENsabimana', id=241148424, displayname='Ernest NSABIMANA (PhD. Eng).', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PaulKagame', id=37601149, displayname='Paul Kagame', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user congratulations clapping hands minister,0.0,0.0,Neutral
16976,1600839829125988354,2022-12-08 13:08:52+00:00,https://twitter.com/appertunity,@user my friend christopher banda is now in airport without his luggage after being previously stuck in heathrow airport for two days amp has nothing to wear please update ,en,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","['Lusaka', 'FlyRwandAir', 'whereisluggage']",@user my friend christopher banda is now in airport without his luggage after being previously stuck in heathrow airport for two days amp has nothing to wear please update,0.16666666666666666,-0.16666666666666666,Negative
8684,1524458897255407628,2022-05-11 18:38:18+00:00,https://twitter.com/niyonzima_aime,@user @user mperereye muhanga ariko kumpa number zitamfasha ntacyo bimaze,tl,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='KicukiroDistr', id=3805219942, displayname='Kicukiro District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user I'm sorry but you give me numbers that don't help me,1.0,-0.5,Negative
2050,1626524937639931904,2023-02-17 10:12:19+00:00,https://twitter.com/BahiziBen2,@user na kabeza umuriro wagiye mugeragez mudukemurire icyi kibazo,in,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user and kabeza fire went to the warehouse to solve this problem,0.0,0.0,Neutral
6052,1568166026306625536,2022-09-09 09:14:50+00:00,https://twitter.com/BenjaminBabou3,@user @user muri dm isanzwemo,ht,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MusanzeDistrict', id=357411018, displayname='Musanze District', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user in existing dm,0.0,0.0,Neutral
19520,1489605438148648961,2022-02-04 14:23:06+00:00,https://twitter.com/SergeSHYAKA,@user kamembe,in,rwandair,"[User(username='FlyRwandAir', id=112440529, displayname='RwandAir', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user kamemebe,0.0,0.0,Neutral
10157,1504517691255795714,2022-03-17 17:59:04+00:00,https://twitter.com/anikayirangagm1,@user @user @user ,und,reg,"[User(username='reg_rwanda', id=478609910, displayname='Rwanda Energy Group', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MunezaJules2', id=1323743799571632131, displayname='Muneza Jules', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RwandaInfra', id=515653771, displayname='Ministry of Infrastructure | Rwanda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,@user @user @user,0.0,0.0,Neutral
